index,symbol,x_ang,y_ang,z_ang
,C,-0.365508,0.528481,0.069871
,F,0.254995,0.964386,1.156947
,N,0.716599,0.218859,-0.962563
,F,-0.98211,-0.614896,0.33244
,F,-1.237937,1.426185,-0.340117
,O,0.578194,0.845257,-1.955402
