index,occupation,energy_Eh,energy_eV,irrep
799,0.0,1.76752,48.0967,
800,0.0,1.767525,48.0968,
801,0.0,1.768313,48.1182,
802,0.0,1.770546,48.179,
803,0.0,1.774214,48.2788,
804,0.0,1.785317,48.581,
805,0.0,1.785749,48.5927,
806,0.0,1.78583,48.5949,
807,0.0,1.786009,48.5998,
808,0.0,1.786839,48.6224,
809,0.0,1.791904,48.7602,
810,0.0,1.793709,48.8093,
811,0.0,1.796225,48.8778,
812,0.0,1.797658,48.9167,
813,0.0,1.797889,48.9231,
814,0.0,1.798672,48.9443,
815,0.0,1.798677,48.9445,
816,0.0,1.798683,48.9447,
817,0.0,1.800143,48.9844,
818,0.0,1.80082,49.0028,
819,0.0,1.801141,49.0115,
820,0.0,1.802013,49.0353,
821,0.0,1.82981,49.7916,
822,0.0,1.82983,49.7922,
823,0.0,1.83001,49.7971,
824,0.0,1.834567,49.9211,
825,0.0,1.837538,50.002,
826,0.0,1.837592,50.0034,
827,0.0,1.837652,50.005,
828,0.0,1.837694,50.0062,
829,0.0,1.839482,50.0549,
830,0.0,1.842624,50.1403,
831,0.0,1.853941,50.4483,
832,0.0,1.853986,50.4495,
833,0.0,1.854131,50.4535,
834,0.0,1.860934,50.6386,
835,0.0,1.860979,50.6398,
836,0.0,1.860997,50.6403,
837,0.0,1.861029,50.6412,
838,0.0,1.873403,50.9779,
839,0.0,1.873831,50.9895,
840,0.0,1.873962,50.9931,
841,0.0,1.874168,50.9987,
842,0.0,1.874474,51.007,
843,0.0,1.888349,51.3846,
844,0.0,1.888353,51.3847,
845,0.0,1.888359,51.3848,
846,0.0,1.889885,51.4264,
847,0.0,1.889896,51.4267,
848,0.0,1.889922,51.4274,
849,0.0,1.898559,51.6624,
850,0.0,1.898764,51.668,
851,0.0,1.89897,51.6736,
852,0.0,1.918717,52.211,
853,0.0,1.918722,52.2111,
854,0.0,1.918734,52.2114,
855,0.0,1.918737,52.2115,
856,0.0,1.918808,52.2134,
857,0.0,1.949859,53.0584,
858,0.0,1.949906,53.0596,
859,0.0,1.949946,53.0607,
860,0.0,1.949963,53.0612,
861,0.0,1.950043,53.0634,
862,0.0,1.959247,53.3138,
863,0.0,1.959272,53.3145,
864,0.0,1.959278,53.3147,
865,0.0,1.959342,53.3164,
866,0.0,1.976965,53.796,
867,0.0,1.99419,54.2647,
868,0.0,1.994345,54.2689,
869,0.0,1.994456,54.2719,
870,0.0,1.994548,54.2744,
871,0.0,1.994588,54.2755,
872,0.0,2.000187,54.4278,
873,0.0,2.000299,54.4309,
874,0.0,2.000694,54.4416,
875,0.0,2.046927,55.6997,
876,0.0,2.047006,55.7019,
877,0.0,2.047058,55.7033,
878,0.0,2.047119,55.705,
879,0.0,2.047133,55.7053,
880,0.0,2.051845,55.8335,
881,0.0,2.051853,55.8337,
882,0.0,2.051861,55.834,
883,0.0,2.088997,56.8445,
884,0.0,2.089001,56.8446,
885,0.0,2.089009,56.8448,
886,0.0,2.089021,56.8452,
887,0.0,2.089039,56.8456,
888,0.0,2.090448,56.884,
889,0.0,2.090453,56.8841,
890,0.0,2.090464,56.8844,
891,0.0,2.144988,58.3681,
892,0.0,2.14528,58.376,
893,0.0,2.145319,58.3771,
894,0.0,2.145474,58.3813,
895,0.0,2.151238,58.5382,
896,0.0,2.151478,58.5447,
897,0.0,2.151577,58.5474,
898,0.0,2.151754,58.5522,
899,0.0,2.165135,58.9163,
900,0.0,2.165287,58.9204,
901,0.0,2.165382,58.923,
902,0.0,2.171679,59.0944,
903,0.0,2.171857,59.0992,
904,0.0,2.171993,59.1029,
905,0.0,2.172025,59.1038,
906,0.0,2.172295,59.1111,
907,0.0,2.181,59.348,
908,0.0,2.182587,59.3912,
909,0.0,2.183151,59.4066,
910,0.0,2.184134,59.4333,
911,0.0,2.185917,59.4818,
912,0.0,2.186058,59.4857,
913,0.0,2.186079,59.4862,
914,0.0,2.201995,59.9193,
915,0.0,2.202817,59.9417,
916,0.0,2.203175,59.9514,
917,0.0,2.203821,59.969,
918,0.0,2.210898,60.1616,
919,0.0,2.211307,60.1727,
920,0.0,2.21136,60.1742,
921,0.0,2.211561,60.1796,
922,0.0,2.215806,60.2951,
923,0.0,2.215837,60.296,
924,0.0,2.21585,60.2963,
925,0.0,2.215878,60.2971,
926,0.0,2.215915,60.2981,
927,0.0,2.219526,60.3964,
928,0.0,2.220622,60.4262,
929,0.0,2.221312,60.445,
930,0.0,2.228666,60.6451,
931,0.0,2.228736,60.647,
932,0.0,2.229103,60.657,
933,0.0,2.22917,60.6588,
934,0.0,2.229406,60.6652,
935,0.0,2.229709,60.6735,
936,0.0,2.229846,60.6772,
937,0.0,2.230072,60.6833,
938,0.0,2.245747,61.1099,
939,0.0,2.24597,61.1159,
940,0.0,2.246126,61.1202,
941,0.0,2.246221,61.1228,
942,0.0,2.246486,61.13,
943,0.0,2.246719,61.1363,
944,0.0,2.246859,61.1401,
945,0.0,2.246937,61.1423,
946,0.0,2.246972,61.1432,
947,0.0,2.271073,61.799,
948,0.0,2.271123,61.8004,
949,0.0,2.271163,61.8015,
950,0.0,2.285593,62.1941,
951,0.0,2.285604,62.1944,
952,0.0,2.285616,62.1948,
953,0.0,2.294533,62.4374,
954,0.0,2.294579,62.4387,
955,0.0,2.294795,62.4445,
956,0.0,2.294841,62.4458,
957,0.0,2.295051,62.4515,
958,0.0,2.379316,64.7445,
959,0.0,2.381872,64.814,
960,0.0,2.382113,64.8206,
961,0.0,2.382301,64.8257,
962,0.0,2.382378,64.8278,
963,0.0,2.382604,64.834,
964,0.0,2.38282,64.8398,
965,0.0,2.382839,64.8404,
966,0.0,2.382947,64.8433,
967,0.0,2.382965,64.8438,
968,0.0,2.383034,64.8457,
969,0.0,2.389916,65.0329,
970,0.0,2.390479,65.0482,
971,0.0,2.390747,65.0555,
972,0.0,2.391043,65.0636,
973,0.0,2.40369,65.4077,
974,0.0,2.40371,65.4083,
975,0.0,2.403776,65.4101,
976,0.0,2.40378,65.4102,
977,0.0,2.412509,65.6477,
978,0.0,2.412531,65.6483,
979,0.0,2.412538,65.6485,
980,0.0,2.431285,66.1586,
981,0.0,2.43149,66.1642,
982,0.0,2.432085,66.1804,
983,0.0,2.437937,66.3396,
984,0.0,2.437943,66.3398,
985,0.0,2.437964,66.3404,
986,0.0,2.437967,66.3405,
987,0.0,2.437979,66.3408,
988,0.0,2.438913,66.3662,
989,0.0,2.438913,66.3662,
990,0.0,2.438921,66.3664,
991,0.0,2.462422,67.0059,
992,0.0,2.463099,67.0243,
993,0.0,2.46338,67.032,
994,0.0,2.463804,67.0435,
995,0.0,2.464125,67.0523,
996,0.0,2.464275,67.0563,
997,0.0,2.464348,67.0583,
998,0.0,2.478155,67.434,
999,0.0,2.499298,68.0093,
1000,0.0,2.499337,68.0104,
1001,0.0,2.499352,68.0108,
1002,0.0,2.502522,68.0971,
1003,0.0,2.502713,68.1023,
1004,0.0,2.502828,68.1054,
1005,0.0,2.50868,68.2647,
1006,0.0,2.508805,68.2681,
1007,0.0,2.508907,68.2708,
1008,0.0,2.508919,68.2712,
1009,0.0,2.509087,68.2757,
1010,0.0,2.510248,68.3073,
1011,0.0,2.510519,68.3147,
1012,0.0,2.510564,68.3159,
1013,0.0,2.510765,68.3214,
1014,0.0,2.53545,68.9931,
1015,0.0,2.535609,68.9974,
1016,0.0,2.535711,69.0002,
1017,0.0,2.535759,69.0015,
1018,0.0,2.537435,69.0471,
1019,0.0,2.537534,69.0498,
1020,0.0,2.537666,69.0534,
1021,0.0,2.537696,69.0542,
1022,0.0,2.53779,69.0568,
1023,0.0,2.605106,70.8885,
1024,0.0,2.605197,70.891,
1025,0.0,2.605282,70.8933,
1026,0.0,2.605298,70.8938,
1027,0.0,2.605437,70.8975,
1028,0.0,2.607478,70.9531,
1029,0.0,2.607676,70.9585,
1030,0.0,2.607808,70.9621,
1031,0.0,2.607877,70.9639,
1032,0.0,2.615254,71.1647,
1033,0.0,2.61536,71.1676,
1034,0.0,2.615427,71.1694,
1035,0.0,2.615488,71.171,
1036,0.0,2.615501,71.1714,
1037,0.0,2.618526,71.2537,
1038,0.0,2.618535,71.254,
1039,0.0,2.618542,71.2542,
1040,0.0,2.630049,71.5673,
1041,0.0,2.630058,71.5675,
1042,0.0,2.630079,71.5681,
1043,0.0,2.656244,72.2801,
1044,0.0,2.656481,72.2865,
1045,0.0,2.656617,72.2902,
1046,0.0,2.656728,72.2932,
1047,0.0,2.700449,73.483,
1048,0.0,2.70046,73.4832,
1049,0.0,2.700471,73.4836,
1050,0.0,2.700478,73.4837,
1051,0.0,2.700481,73.4838,
1052,0.0,2.715991,73.9059,
1053,0.0,2.715997,73.906,
1054,0.0,2.716008,73.9063,
1055,0.0,2.716013,73.9065,
1056,0.0,2.716029,73.9069,
1057,0.0,2.716089,73.9085,
1058,0.0,2.7161,73.9088,
1059,0.0,2.716141,73.9099,
1060,0.0,2.716154,73.9103,
1061,0.0,2.728755,74.2532,
1062,0.0,2.728774,74.2537,
1063,0.0,2.728797,74.2543,
1064,0.0,2.729695,74.2788,
1065,0.0,2.72996,74.286,
1066,0.0,2.730084,74.2894,
1067,0.0,2.73406,74.3976,
1068,0.0,2.734066,74.3977,
1069,0.0,2.734066,74.3977,
1070,0.0,2.735059,74.4247,
1071,0.0,2.749801,74.8259,
1072,0.0,2.749808,74.8261,
1073,0.0,2.749825,74.8265,
1074,0.0,2.771963,75.4289,
1075,0.0,2.771969,75.4291,
1076,0.0,2.771983,75.4295,
1077,0.0,2.787284,75.8459,
1078,0.0,2.787372,75.8482,
1079,0.0,2.78747,75.8509,
1080,0.0,2.787503,75.8518,
1081,0.0,2.787518,75.8522,
1082,0.0,2.789009,75.8928,
1083,0.0,2.789055,75.894,
1084,0.0,2.78907,75.8945,
1085,0.0,2.791066,75.9488,
1086,0.0,2.791285,75.9547,
1087,0.0,2.791457,75.9594,
1088,0.0,2.79154,75.9617,
1089,0.0,2.803703,76.2926,
1090,0.0,2.803704,76.2927,
1091,0.0,2.803706,76.2927,
1092,0.0,2.804861,76.3242,
1093,0.0,2.8049,76.3252,
1094,0.0,2.804908,76.3254,
1095,0.0,2.804913,76.3256,
1096,0.0,2.834197,77.1224,
1097,0.0,2.834205,77.1226,
1098,0.0,2.834209,77.1227,
1099,0.0,2.834213,77.1229,
1100,0.0,2.834215,77.1229,
1101,0.0,2.874348,78.215,
1102,0.0,2.874387,78.2161,
1103,0.0,2.874419,78.2169,
1104,0.0,2.874433,78.2173,
1105,0.0,2.874509,78.2194,
1106,0.0,2.898586,78.8745,
1107,0.0,2.898596,78.8748,
1108,0.0,2.898604,78.875,
1109,0.0,2.905658,79.067,
1110,0.0,2.905691,79.0679,
1111,0.0,2.905718,79.0686,
1112,0.0,2.905745,79.0693,
1113,0.0,2.905767,79.0699,
1114,0.0,2.907458,79.116,
1115,0.0,2.907946,79.1292,
1116,0.0,2.908272,79.1381,
1117,0.0,2.908433,79.1425,
1118,0.0,2.92114,79.4883,
1119,0.0,2.933914,79.8359,
1120,0.0,2.933964,79.8372,
1121,0.0,2.933965,79.8372,
1122,0.0,2.933988,79.8379,
1123,0.0,2.935833,79.8881,
1124,0.0,2.935895,79.8898,
1125,0.0,2.935908,79.8901,
1126,0.0,2.935968,79.8917,
1127,0.0,2.93632,79.9013,
1128,0.0,2.936326,79.9015,
1129,0.0,2.936346,79.902,
1130,0.0,2.937949,79.9457,
1131,0.0,2.938505,79.9608,
1132,0.0,2.938729,79.9669,
1133,0.0,2.944317,80.1189,
1134,0.0,2.944345,80.1197,
1135,0.0,2.944381,80.1207,
1136,0.0,2.958383,80.5017,
1137,0.0,2.958396,80.502,
1138,0.0,2.9584,80.5021,
1139,0.0,2.958406,80.5023,
1140,0.0,2.95841,80.5024,
1141,0.0,2.964751,80.675,
1142,0.0,2.96477,80.6755,
1143,0.0,2.964784,80.6759,
1144,0.0,2.964796,80.6762,
1145,0.0,2.980866,81.1135,
1146,0.0,2.980891,81.1142,
1147,0.0,2.980973,81.1164,
1148,0.0,2.981005,81.1173,
1149,0.0,2.981075,81.1192,
1150,0.0,2.991044,81.3905,
1151,0.0,2.991059,81.3909,
1152,0.0,2.991093,81.3918,
1153,0.0,2.992398,81.4273,
1154,0.0,2.992402,81.4274,
1155,0.0,2.992407,81.4275,
1156,0.0,2.992411,81.4276,
1157,0.0,2.992419,81.4278,
1158,0.0,3.028361,82.4059,
1159,0.0,3.028366,82.406,
1160,0.0,3.028366,82.406,
1161,0.0,3.028374,82.4063,
1162,0.0,3.028382,82.4065,
1163,0.0,3.040847,82.7456,
1164,0.0,3.04091,82.7474,
1165,0.0,3.041004,82.7499,
1166,0.0,3.041697,82.7688,
1167,0.0,3.041709,82.7691,
1168,0.0,3.041715,82.7693,
1169,0.0,3.041717,82.7693,
1170,0.0,3.041742,82.77,
1171,0.0,3.059446,83.2518,
1172,0.0,3.05945,83.2519,
1173,0.0,3.05946,83.2521,
1174,0.0,3.067502,83.471,
1175,0.0,3.067505,83.4711,
1176,0.0,3.067511,83.4712,
1177,0.0,3.093967,84.1911,
1178,0.0,3.093976,84.1914,
1179,0.0,3.09399,84.1917,
1180,0.0,3.093998,84.192,
1181,0.0,3.094012,84.1923,
1182,0.0,3.112894,84.7062,
1183,0.0,3.112901,84.7063,
1184,0.0,3.112908,84.7065,
1185,0.0,3.112919,84.7068,
1186,0.0,3.112978,84.7084,
1187,0.0,3.134758,85.3011,
1188,0.0,3.134799,85.3022,
1189,0.0,3.134811,85.3025,
1190,0.0,3.134846,85.3035,
1191,0.0,3.139618,85.4334,
1192,0.0,3.139621,85.4334,
1193,0.0,3.13965,85.4342,
1194,0.0,3.13966,85.4345,
1195,0.0,3.139663,85.4346,
1196,0.0,3.143392,85.5361,
1197,0.0,3.143447,85.5376,
1198,0.0,3.143457,85.5378,
1199,0.0,3.143482,85.5385,
1200,0.0,3.160619,86.0048,
1201,0.0,3.160623,86.0049,
1202,0.0,3.160645,86.0055,
1203,0.0,3.160675,86.0064,
1204,0.0,3.163642,86.0871,
1205,0.0,3.165509,86.1379,
1206,0.0,3.172447,86.3267,
1207,0.0,3.172552,86.3295,
1208,0.0,3.172587,86.3305,
1209,0.0,3.179276,86.5125,
1210,0.0,3.179317,86.5136,
1211,0.0,3.17937,86.5151,
1212,0.0,3.184078,86.6432,
1213,0.0,3.184137,86.6448,
1214,0.0,3.184162,86.6455,
1215,0.0,3.194579,86.9289,
1216,0.0,3.194635,86.9304,
1217,0.0,3.194685,86.9318,
1218,0.0,3.194709,86.9325,
1219,0.0,3.232743,87.9674,
1220,0.0,3.232787,87.9686,
1221,0.0,3.232816,87.9694,
1222,0.0,3.248026,88.3833,
1223,0.0,3.24806,88.3842,
1224,0.0,3.248077,88.3847,
1225,0.0,3.248096,88.3852,
1226,0.0,3.250965,88.4633,
1227,0.0,3.250966,88.4633,
1228,0.0,3.250996,88.4641,
1229,0.0,3.25102,88.4648,
1230,0.0,3.251033,88.4651,
1231,0.0,3.260269,88.7164,
1232,0.0,3.260625,88.7261,
1233,0.0,3.260666,88.7272,
1234,0.0,3.260706,88.7283,
1235,0.0,3.260709,88.7284,
1236,0.0,3.260719,88.7287,
1237,0.0,3.261099,88.739,
1238,0.0,3.2744,89.101,
1239,0.0,3.274534,89.1046,
1240,0.0,3.274554,89.1052,
1241,0.0,3.274574,89.1057,
1242,0.0,3.274776,89.1112,
1243,0.0,3.280705,89.2725,
1244,0.0,3.280743,89.2736,
1245,0.0,3.280826,89.2758,
1246,0.0,3.281439,89.2925,
1247,0.0,3.308372,90.0254,
1248,0.0,3.308388,90.0258,
1249,0.0,3.308465,90.0279,
1250,0.0,3.308485,90.0284,
1251,0.0,3.308582,90.0311,
1252,0.0,3.326857,90.5284,
1253,0.0,3.326951,90.5309,
1254,0.0,3.327023,90.5329,
1255,0.0,3.327068,90.5341,
1256,0.0,3.327234,90.5386,
1257,0.0,3.328307,90.5678,
1258,0.0,3.328396,90.5703,
1259,0.0,3.328452,90.5718,
1260,0.0,3.32853,90.5739,
1261,0.0,3.328627,90.5765,
1262,0.0,3.328648,90.5771,
1263,0.0,3.328655,90.5773,
1264,0.0,3.330336,90.6231,
1265,0.0,3.330523,90.6281,
1266,0.0,3.330665,90.632,
1267,0.0,3.330903,90.6385,
1268,0.0,3.330926,90.6391,
1269,0.0,3.344449,91.0071,
1270,0.0,3.344495,91.0083,
1271,0.0,3.344618,91.0117,
1272,0.0,3.348979,91.1304,
1273,0.0,3.34908,91.1331,
1274,0.0,3.349108,91.1339,
1275,0.0,3.34914,91.1347,
1276,0.0,3.368717,91.6675,
1277,0.0,3.368723,91.6676,
1278,0.0,3.36873,91.6678,
1279,0.0,3.374866,91.8348,
1280,0.0,3.374901,91.8357,
1281,0.0,3.374912,91.836,
1282,0.0,3.37492,91.8362,
1283,0.0,3.375005,91.8386,
1284,0.0,3.390779,92.2678,
1285,0.0,3.390787,92.268,
1286,0.0,3.390793,92.2682,
1287,0.0,3.399281,92.4991,
1288,0.0,3.399306,92.4998,
1289,0.0,3.399313,92.5,
1290,0.0,3.402746,92.5934,
1291,0.0,3.402779,92.5943,
1292,0.0,3.402803,92.595,
1293,0.0,3.402828,92.5956,
1294,0.0,3.402831,92.5957,
1295,0.0,3.409995,92.7907,
1296,0.0,3.410028,92.7916,
1297,0.0,3.410052,92.7922,
1298,0.0,3.410076,92.7929,
1299,0.0,3.413033,92.8734,
1300,0.0,3.413057,92.874,
1301,0.0,3.413085,92.8748,
1302,0.0,3.419696,93.0547,
1303,0.0,3.419721,93.0553,
1304,0.0,3.419736,93.0558,
1305,0.0,3.419742,93.0559,
1306,0.0,3.419771,93.0567,
1307,0.0,3.420074,93.0649,
1308,0.0,3.420394,93.0736,
1309,0.0,3.420481,93.076,
1310,0.0,3.420734,93.0829,
1311,0.0,3.421033,93.091,
1312,0.0,3.424005,93.1719,
1313,0.0,3.424066,93.1736,
1314,0.0,3.424092,93.1743,
1315,0.0,3.424191,93.177,
1316,0.0,3.433239,93.4232,
1317,0.0,3.433271,93.424,
1318,0.0,3.433373,93.4268,
1319,0.0,3.435961,93.4972,
1320,0.0,3.436021,93.4989,
1321,0.0,3.436026,93.499,
1322,0.0,3.436097,93.501,
1323,0.0,3.486247,94.8656,
1324,0.0,3.486263,94.866,
1325,0.0,3.48628,94.8665,
1326,0.0,3.486301,94.8671,
1327,0.0,3.486309,94.8673,
1328,0.0,3.494663,95.0946,
1329,0.0,3.49469,95.0953,
1330,0.0,3.494701,95.0956,
1331,0.0,3.494717,95.0961,
1332,0.0,3.50166,95.285,
1333,0.0,3.501719,95.2866,
1334,0.0,3.501869,95.2907,
1335,0.0,3.513402,95.6045,
1336,0.0,3.513469,95.6063,
1337,0.0,3.513506,95.6074,
1338,0.0,3.513553,95.6086,
1339,0.0,3.513628,95.6107,
1340,0.0,3.521301,95.8195,
1341,0.0,3.521305,95.8196,
1342,0.0,3.521307,95.8196,
1343,0.0,3.521308,95.8197,
1344,0.0,3.521317,95.8199,
1345,0.0,3.531733,96.1033,
1346,0.0,3.531747,96.1037,
1347,0.0,3.531763,96.1041,
1348,0.0,3.538448,96.2861,
1349,0.0,3.53845,96.2861,
1350,0.0,3.538455,96.2862,
1351,0.0,3.555571,96.752,
1352,0.0,3.555662,96.7545,
1353,0.0,3.555675,96.7548,
1354,0.0,3.555782,96.7578,
1355,0.0,3.560008,96.8727,
1356,0.0,3.560019,96.873,
1357,0.0,3.560024,96.8732,
1358,0.0,3.56006,96.8741,
1359,0.0,3.563637,96.9715,
1360,0.0,3.56364,96.9716,
1361,0.0,3.563642,96.9716,
1362,0.0,3.563651,96.9719,
1363,0.0,3.574359,97.2633,
1364,0.0,3.574395,97.2642,
1365,0.0,3.574398,97.2643,
1366,0.0,3.581936,97.4694,
1367,0.0,3.581937,97.4695,
1368,0.0,3.581945,97.4697,
1369,0.0,3.601443,98.0002,
1370,0.0,3.601453,98.0005,
1371,0.0,3.601475,98.0011,
1372,0.0,3.601494,98.0016,
1373,0.0,3.605176,98.1018,
1374,0.0,3.608998,98.2058,
1375,0.0,3.609039,98.2069,
1376,0.0,3.609079,98.208,
1377,0.0,3.609107,98.2088,
1378,0.0,3.60913,98.2094,
1379,0.0,3.611145,98.2642,
1380,0.0,3.611207,98.2659,
1381,0.0,3.611261,98.2674,
1382,0.0,3.613742,98.3349,
1383,0.0,3.613745,98.335,
1384,0.0,3.61375,98.3351,
1385,0.0,3.613762,98.3355,
1386,0.0,3.617096,98.4262,
1387,0.0,3.617124,98.427,
1388,0.0,3.617126,98.427,
1389,0.0,3.617129,98.4271,
1390,0.0,3.617131,98.4271,
1391,0.0,3.670079,99.8679,
1392,0.0,3.670131,99.8693,
1393,0.0,3.670136,99.8695,
1394,0.0,3.670143,99.8697,
1395,0.0,3.670145,99.8697,
1396,0.0,3.672795,99.9418,
1397,0.0,3.672815,99.9424,
1398,0.0,3.672839,99.943,
1399,0.0,3.699066,100.6567,
1400,0.0,3.699086,100.6573,
1401,0.0,3.699096,100.6575,
1402,0.0,3.699101,100.6576,
1403,0.0,3.699169,100.6595,
1404,0.0,3.767898,102.5297,
1405,0.0,3.768007,102.5327,
1406,0.0,3.768121,102.5358,
1407,0.0,3.768192,102.5377,
1408,0.0,3.768219,102.5384,
1409,0.0,3.77001,102.5872,
1410,0.0,3.770013,102.5873,
1411,0.0,3.770016,102.5873,
1412,0.0,3.782235,102.9198,
1413,0.0,3.782853,102.9367,
1414,0.0,3.783211,102.9464,
1415,0.0,3.790105,103.134,
1416,0.0,3.800814,103.4254,
1417,0.0,3.800831,103.4259,
1418,0.0,3.800856,103.4266,
1419,0.0,3.816106,103.8415,
1420,0.0,3.816124,103.842,
1421,0.0,3.816156,103.8429,
1422,0.0,3.816168,103.8432,
1423,0.0,3.816188,103.8437,
1424,0.0,3.819029,103.9211,
1425,0.0,3.819037,103.9213,
1426,0.0,3.819044,103.9215,
1427,0.0,3.834425,104.34,
1428,0.0,3.834429,104.3401,
1429,0.0,3.834433,104.3402,
1430,0.0,3.834465,104.3411,
1431,0.0,3.845051,104.6292,
1432,0.0,3.845063,104.6295,
1433,0.0,3.845107,104.6307,
1434,0.0,3.845234,104.6341,
1435,0.0,3.867318,105.2351,
1436,0.0,3.867325,105.2353,
1437,0.0,3.867344,105.2358,
1438,0.0,3.867351,105.236,
1439,0.0,3.867386,105.2369,
1440,0.0,3.87452,105.431,
1441,0.0,3.87452,105.431,
1442,0.0,3.874526,105.4312,
1443,0.0,3.886161,105.7478,
1444,0.0,3.886167,105.748,
1445,0.0,3.886171,105.7481,
1446,0.0,3.886174,105.7482,
1447,0.0,3.886175,105.7482,
1448,0.0,3.904606,106.2497,
1449,0.0,3.90461,106.2498,
1450,0.0,3.904611,106.2499,
1451,0.0,3.922339,106.7323,
1452,0.0,3.923091,106.7527,
1453,0.0,3.923101,106.753,
1454,0.0,3.923149,106.7543,
1455,0.0,3.923151,106.7544,
1456,0.0,3.923154,106.7544,
1457,0.0,3.923177,106.7551,
1458,0.0,3.923283,106.758,
1459,0.0,3.923391,106.7609,
1460,0.0,3.923395,106.761,
1461,0.0,3.923395,106.761,
1462,0.0,3.923396,106.761,
1463,0.0,3.923908,106.775,
1464,0.0,3.946791,107.3976,
1465,0.0,3.946814,107.3983,
1466,0.0,3.946863,107.3996,
1467,0.0,3.95665,107.6659,
1468,0.0,3.956698,107.6672,
1469,0.0,3.956766,107.6691,
1470,0.0,3.978704,108.266,
1471,0.0,3.978704,108.266,
1472,0.0,3.978718,108.2664,
1473,0.0,4.000419,108.8569,
1474,0.0,4.000435,108.8574,
1475,0.0,4.000443,108.8576,
1476,0.0,4.009789,109.1119,
1477,0.0,4.00979,109.1119,
1478,0.0,4.009793,109.112,
1479,0.0,4.009796,109.1121,
1480,0.0,4.014996,109.2536,
1481,0.0,4.014999,109.2537,
1482,0.0,4.015,109.2537,
1483,0.0,4.015008,109.2539,
1484,0.0,4.015009,109.2539,
1485,0.0,4.019119,109.3658,
1486,0.0,4.019126,109.366,
1487,0.0,4.019148,109.3666,
1488,0.0,4.019154,109.3667,
1489,0.0,4.037112,109.8554,
1490,0.0,4.037136,109.856,
1491,0.0,4.037183,109.8573,
1492,0.0,4.037287,109.8602,
1493,0.0,4.037295,109.8604,
1494,0.0,4.0373,109.8605,
1495,0.0,4.04646,110.1098,
1496,0.0,4.046469,110.11,
1497,0.0,4.046482,110.1104,
1498,0.0,4.04649,110.1106,
1499,0.0,4.046496,110.1108,
1500,0.0,4.046591,110.1134,
1501,0.0,4.046606,110.1138,
1502,0.0,4.046609,110.1138,
1503,0.0,4.046625,110.1143,
1504,0.0,4.046641,110.1147,
1505,0.0,4.054447,110.3271,
1506,0.0,4.05452,110.3291,
1507,0.0,4.054582,110.3308,
1508,0.0,4.054632,110.3321,
1509,0.0,4.060722,110.4979,
1510,0.0,4.060734,110.4982,
1511,0.0,4.060738,110.4983,
1512,0.0,4.060764,110.499,
1513,0.0,4.06082,110.5005,
1514,0.0,4.069256,110.7301,
1515,0.0,4.069891,110.7474,
1516,0.0,4.070491,110.7637,
1517,0.0,4.080439,111.0344,
1518,0.0,4.081091,111.0521,
1519,0.0,4.081313,111.0582,
1520,0.0,4.081734,111.0696,
1521,0.0,4.124159,112.2241,
1522,0.0,4.1242,112.2252,
1523,0.0,4.124242,112.2263,
1524,0.0,4.124252,112.2266,
1525,0.0,4.124298,112.2278,
1526,0.0,4.125046,112.2482,
1527,0.0,4.14322,112.7427,
1528,0.0,4.143276,112.7443,
1529,0.0,4.143325,112.7456,
1530,0.0,4.143359,112.7465,
1531,0.0,4.143366,112.7467,
1532,0.0,4.149421,112.9115,
1533,0.0,4.149443,112.9121,
1534,0.0,4.149466,112.9127,
1535,0.0,4.162415,113.2651,
1536,0.0,4.162977,113.2804,
1537,0.0,4.16328,113.2886,
1538,0.0,4.163469,113.2938,
1539,0.0,4.164018,113.3087,
1540,0.0,4.16411,113.3112,
1541,0.0,4.164247,113.3149,
1542,0.0,4.164322,113.317,
1543,0.0,4.164349,113.3177,
1544,0.0,4.178142,113.693,
1545,0.0,4.178212,113.6949,
1546,0.0,4.17827,113.6965,
1547,0.0,4.178273,113.6966,
1548,0.0,4.178372,113.6993,
1549,0.0,4.178506,113.7029,
1550,0.0,4.184513,113.8664,
1551,0.0,4.184727,113.8722,
1552,0.0,4.184822,113.8748,
1553,0.0,4.184976,113.879,
1554,0.0,4.195265,114.159,
1555,0.0,4.195272,114.1591,
1556,0.0,4.195274,114.1592,
1557,0.0,4.211146,114.5911,
1558,0.0,4.211503,114.6008,
1559,0.0,4.211748,114.6075,
1560,0.0,4.251307,115.6839,
1561,0.0,4.251368,115.6856,
1562,0.0,4.251419,115.687,
1563,0.0,4.268403,116.1492,
1564,0.0,4.26842,116.1496,
1565,0.0,4.268428,116.1498,
1566,0.0,4.270001,116.1926,
1567,0.0,4.2702,116.198,
1568,0.0,4.270366,116.2026,
1569,0.0,4.270487,116.2059,
1570,0.0,4.270539,116.2073,
1571,0.0,4.289121,116.7129,
1572,0.0,4.289221,116.7156,
1573,0.0,4.289278,116.7172,
1574,0.0,4.289326,116.7185,
1575,0.0,4.311672,117.3265,
1576,0.0,4.311678,117.3267,
1577,0.0,4.31169,117.327,
1578,0.0,4.311701,117.3273,
1579,0.0,4.311704,117.3274,
1580,0.0,4.343859,118.2024,
1581,0.0,4.343899,118.2035,
1582,0.0,4.343913,118.2039,
1583,0.0,4.34392,118.2041,
1584,0.0,4.344446,118.2184,
1585,0.0,4.344499,118.2198,
1586,0.0,4.344571,118.2218,
1587,0.0,4.34459,118.2223,
1588,0.0,4.344689,118.225,
1589,0.0,4.403509,119.8256,
1590,0.0,4.403591,119.8278,
1591,0.0,4.403645,119.8293,
