use_sym,auto_detected_point_group,point_group,reduced_point_group,orbital_irrep_group,petite_list_algorithm,n_irreps,initial_guess_irrep,setup_rms_distance_au,setup_max_distance_au,setup_threshold_au,setup_time_s,symmetry_perfected_point_group,symmetry_perfected_atoms
,,,,,,,,,,,,,0
