ex,ey,ez,nx,ny,nz,total_x_au,total_y_au,total_z_au,magnitude_au,magnitude_Debye
19.078936572,16.6196623,-13.932506256,-19.551821222,-18.951962369,13.305500848,-0.47288465,-2.332300069,-0.627005408,2.460971208,6.255291693
