job_id,job_name,source_file,source_relpath,program_version,run_date,host,calculation_type,calculation_family,electronic_state,hf_type,method,functional,level_of_theory,method_header_label,method_table_label,basis_set,aux_basis_set,charge,multiplicity,point_group,reduced_point_group,orbital_irrep_group,symmetry_label,has_symmetry,use_sym,input_use_sym,n_irreps,initial_guess_irrep,symmetry_perfected_point_group,symmetry_perfected_atoms,is_surface_scan,scan_mode,scan_parameters,scan_steps,deltascf_target,deltascf_metric,keep_initial_reference,excited_state_target,excited_state_input_block,excited_state_followiroot,excited_state_socgrad,excited_state_final_root,input_keywords
sample_outs/RDB_LMMP/a/CH2Cl2/S1/RDB_LMMP_S1_CH2Cl2.out,RDB_LMMP_S1_CH2Cl2,C:\Users\henri\OneDrive\Documents\GitHub\ORCAParser2\sample_outs\RDB_LMMP\a\CH2Cl2\S1\RDB_LMMP_S1_CH2Cl2.out,sample_outs/RDB_LMMP/a/CH2Cl2/S1/RDB_LMMP_S1_CH2Cl2.out,,,sdumont6152,Excited-State Geometry Optimization,excited_state_optimization,Excited-state optimization (S1),RHF,LibXC(wB97X-D4),LibXC(wB97X-D4),LibXC(wB97X-D4)/Def2-TZVP,LibXC(wB97X-D4)/Def2-TZVP,LibXC(wB97X-D4),Def2-TZVP,,0,1,,,,,yes,,,,,,0,no,,,,,,,S1,tddft,no,,1,LibXC(wB97X-D4) Def2-TZVP CPCM(CH2Cl2) PAL16 PrintBasis PrintMOs OPT AIM AllPop KeepDens FMOPop Mulliken Loewdin Mayer ReducedPOP
