job_name,source_file,program_version,run_date,host,calculation_type,electronic_state,hf_type,functional,basis_set,charge,multiplicity,point_group,reduced_point_group,orbital_irrep_group,use_sym,n_irreps,initial_guess_irrep,symmetry_perfected_point_group,symmetry_perfected_atoms,deltascf_target,deltascf_metric,keep_initial_reference,input_keywords
NC,sample_outs\N\SP_Sym_Delta\NC.out,,,r1i0n5,DeltaSCF,DeltaSCF excited-state,UHF,wB97M-V exchange-correlation functional,x2c-TZVPall,0,4,,,,,,,,0,"ALPHACONF 0,1",MOM,yes,wB97M-V X2C x2c-TZVPall x2c/J PAL16 NoECP CHELPG AIM AllPop KeepDens FMOPop Mulliken Loewdin Mayer ReducedPOP HIRSHFELD MBIS UCO UNO PrintMOs PrintBasis DELTASCF UHF MOREAD NBO NPA
