block_index,method,manifold,order_in_block,state,state_label,symmetry,energy_au,energy_eV,energy_cm1,wavelength_nm,s_squared,multiplicity,dominant_from_orbital,dominant_to_orbital,dominant_weight,dominant_coefficient
20,TD-DFT/TDA,SINGLETS,9,9,,,0.204232,5.557,44823.7,223.09626380687004,0.0,1,165a,170a,0.320459,-0.56609062
21,TD-DFT/TDA,SINGLETS,1,1,,,0.126332,3.438,27726.7,360.6631874691182,0.0,1,169a,170a,0.934474,-0.96668174
21,TD-DFT/TDA,SINGLETS,2,2,,,0.169065,4.6,37105.4,269.5025521891692,0.0,1,169a,172a,0.7302,0.8545174
21,TD-DFT/TDA,SINGLETS,3,3,,,0.172973,4.707,37963.3,263.4122955591321,0.0,1,169a,173a,0.607465,-0.77940012
21,TD-DFT/TDA,SINGLETS,4,4,,,0.178349,4.853,39143.1,255.47286750410674,0.0,1,168a,171a,0.762536,0.87323324
21,TD-DFT/TDA,SINGLETS,5,5,,,0.186276,5.069,40882.9,244.60104346805142,0.0,1,169a,177a,0.306591,-0.55370624
21,TD-DFT/TDA,SINGLETS,6,6,,,0.195865,5.33,42987.3,232.6268456032363,0.0,1,162a,172a,0.286354,0.5351202
21,TD-DFT/TDA,SINGLETS,7,7,,,0.19733,5.37,43308.9,230.89942252054428,0.0,1,167a,170a,0.271629,-0.52118021
21,TD-DFT/TDA,SINGLETS,8,8,,,0.20346,5.536,44654.3,223.94259903301585,0.0,1,169a,171a,0.709947,-0.84258362
21,TD-DFT/TDA,SINGLETS,9,9,,,0.204251,5.558,44827.8,223.0758591766716,0.0,1,165a,170a,0.328828,0.57343527
22,TD-DFT/TDA,SINGLETS,1,1,,,0.12603,3.429,27660.3,361.52897835526005,0.0,1,169a,170a,0.934737,0.96681792
22,TD-DFT/TDA,SINGLETS,2,2,,,0.169021,4.599,37095.8,269.5722965942236,0.0,1,169a,172a,0.729441,-0.854073
22,TD-DFT/TDA,SINGLETS,3,3,,,0.172817,4.703,37929.0,263.6505048907169,0.0,1,169a,173a,0.61154,-0.78201023
22,TD-DFT/TDA,SINGLETS,4,4,,,0.178312,4.852,39134.9,255.52639715445804,0.0,1,168a,171a,0.759582,0.8715402
22,TD-DFT/TDA,SINGLETS,5,5,,,0.186209,5.067,40868.2,244.68902471848529,0.0,1,169a,177a,0.305576,-0.55278919
22,TD-DFT/TDA,SINGLETS,6,6,,,0.195909,5.331,42997.1,232.5738247463201,0.0,1,162a,172a,0.285153,-0.53399685
22,TD-DFT/TDA,SINGLETS,7,7,,,0.197232,5.367,43287.5,231.01357204735777,0.0,1,167a,170a,0.258367,-0.50829858
22,TD-DFT/TDA,SINGLETS,8,8,,,0.203565,5.539,44677.3,223.82731275166583,0.0,1,169a,171a,0.702632,-0.83823148
22,TD-DFT/TDA,SINGLETS,9,9,,,0.204147,5.555,44805.0,223.18937618569356,0.0,1,165a,170a,0.341763,-0.58460464
23,TD-DFT/TDA,SINGLETS,1,1,,,0.125966,3.428,27646.3,361.7120555010978,0.0,1,169a,170a,0.934738,-0.96681842
23,TD-DFT/TDA,SINGLETS,2,2,,,0.16891,4.596,37071.4,269.74972620402787,0.0,1,169a,172a,0.733362,-0.85636531
23,TD-DFT/TDA,SINGLETS,3,3,,,0.172813,4.702,37928.1,263.6567610821528,0.0,1,169a,173a,0.615329,-0.78442898
23,TD-DFT/TDA,SINGLETS,4,4,,,0.178358,4.853,39145.1,255.45981489381813,0.0,1,168a,171a,0.758521,0.87093109
23,TD-DFT/TDA,SINGLETS,5,5,,,0.186154,5.066,40856.1,244.76149216396084,0.0,1,169a,177a,0.305598,0.55280906
23,TD-DFT/TDA,SINGLETS,6,6,,,0.195868,5.33,42988.0,232.62305759746906,0.0,1,162a,172a,0.286254,0.53502734
23,TD-DFT/TDA,SINGLETS,7,7,,,0.197139,5.364,43267.0,231.1230267871588,0.0,1,167a,170a,0.257255,0.5072027
23,TD-DFT/TDA,SINGLETS,8,8,,,0.203659,5.542,44698.0,223.7236565394425,0.0,1,169a,171a,0.687386,0.82908728
23,TD-DFT/TDA,SINGLETS,9,9,,,0.204134,5.555,44802.3,223.20282664059656,0.0,1,165a,170a,0.323155,0.56846751
24,TD-DFT/TDA,SINGLETS,1,1,,,0.126011,3.429,27656.1,361.58388203687434,0.0,1,169a,170a,0.934833,0.96686743
24,TD-DFT/TDA,SINGLETS,2,2,,,0.168953,4.597,37080.9,269.68061724499677,0.0,1,169a,172a,0.732907,-0.85609983
24,TD-DFT/TDA,SINGLETS,3,3,,,0.172862,4.704,37938.8,263.5824011302413,0.0,1,169a,173a,0.616172,-0.78496607
24,TD-DFT/TDA,SINGLETS,4,4,,,0.178368,4.854,39147.3,255.44545856291492,0.0,1,168a,171a,0.756052,-0.86951233
24,TD-DFT/TDA,SINGLETS,5,5,,,0.18613,5.065,40850.8,244.79324762305754,0.0,1,169a,177a,0.305682,0.55288492
24,TD-DFT/TDA,SINGLETS,6,6,,,0.195894,5.331,42993.8,232.59167600909896,0.0,1,162a,172a,0.2862,-0.53497646
24,TD-DFT/TDA,SINGLETS,7,7,,,0.197124,5.364,43263.7,231.14065602340995,0.0,1,167a,170a,0.250597,0.50059663
24,TD-DFT/TDA,SINGLETS,8,8,,,0.203884,5.548,44747.3,223.4771706896282,0.0,1,169a,171a,0.670103,0.81859825
24,TD-DFT/TDA,SINGLETS,9,9,,,0.204171,5.556,44810.5,223.16198212472523,0.0,1,165a,170a,0.303697,0.55108672
25,TD-DFT/TDA,SINGLETS,1,1,,,0.125958,3.427,27644.5,361.7356074445188,0.0,1,169a,170a,0.935076,-0.96699317
25,TD-DFT/TDA,SINGLETS,2,2,,,0.169065,4.6,37105.4,269.5025521891692,0.0,1,169a,172a,0.731827,0.85546915
25,TD-DFT/TDA,SINGLETS,3,3,,,0.172884,4.704,37943.7,263.54836244225,0.0,1,169a,173a,0.617708,-0.78594414
25,TD-DFT/TDA,SINGLETS,4,4,,,0.178426,4.855,39159.9,255.36326701549288,0.0,1,168a,171a,0.75135,0.8668047
25,TD-DFT/TDA,SINGLETS,5,5,,,0.18609,5.064,40842.0,244.84599187111306,0.0,1,169a,177a,0.305945,0.55312305
25,TD-DFT/TDA,SINGLETS,6,6,,,0.195936,5.332,43003.1,232.54137492413338,0.0,1,162a,172a,0.283394,0.53234794
25,TD-DFT/TDA,SINGLETS,7,7,,,0.197054,5.362,43248.3,231.22296136495538,0.0,1,166a,170a,0.249654,0.49965414
25,TD-DFT/TDA,SINGLETS,8,8,,,0.204183,5.556,44813.0,223.1495325017294,0.0,1,165a,170a,0.341114,0.58404981
25,TD-DFT/TDA,SINGLETS,9,9,,,0.20433,5.56,44845.2,222.98930543291146,0.0,1,169a,171a,0.600954,-0.77521251
26,TD-DFT/TDA,SINGLETS,1,1,,,0.126143,3.433,27685.2,361.2038200916013,0.0,1,169a,170a,0.935204,0.96705941
26,TD-DFT/TDA,SINGLETS,2,2,,,0.169349,4.608,37167.8,269.05009174608125,0.0,1,169a,172a,0.726952,-0.85261472
26,TD-DFT/TDA,SINGLETS,3,3,,,0.173048,4.709,37979.5,263.29993812451454,0.0,1,169a,173a,0.615658,-0.78463865
26,TD-DFT/TDA,SINGLETS,4,4,,,0.178422,4.855,39159.2,255.3678318249607,0.0,1,168a,171a,0.746204,0.86383089
26,TD-DFT/TDA,SINGLETS,5,5,,,0.186101,5.064,40844.4,244.83160482220327,0.0,1,169a,177a,0.307102,-0.55416777
26,TD-DFT/TDA,SINGLETS,6,6,,,0.196061,5.335,43030.4,232.39384249274931,0.0,1,162a,172a,0.276985,-0.52629344
26,TD-DFT/TDA,SINGLETS,7,7,,,0.197068,5.362,43251.3,231.20692326011007,0.0,1,166a,170a,0.252738,-0.50273082
26,TD-DFT/TDA,SINGLETS,8,8,,,0.204346,5.561,44848.8,222.97140614687572,0.0,1,165a,170a,0.293243,-0.54151873
26,TD-DFT/TDA,SINGLETS,9,9,,,0.204584,5.567,44901.0,222.71218903810606,0.0,1,169a,171a,0.614521,-0.78391377
27,TD-DFT/TDA,SINGLETS,1,1,,,0.126439,3.441,27750.1,360.3590617691468,0.0,1,169a,170a,0.93512,-0.96701589
27,TD-DFT/TDA,SINGLETS,2,2,,,0.169575,4.614,37217.4,268.6915260066528,0.0,1,169a,172a,0.720888,0.8490513
27,TD-DFT/TDA,SINGLETS,3,3,,,0.173297,4.716,38034.4,262.919883053236,0.0,1,169a,173a,0.612564,0.78266436
27,TD-DFT/TDA,SINGLETS,4,4,,,0.178385,4.854,39151.0,255.42131746315548,0.0,1,168a,171a,0.738693,-0.85947254
27,TD-DFT/TDA,SINGLETS,5,5,,,0.186132,5.065,40851.3,244.7902514730253,0.0,1,169a,177a,0.309366,-0.55620691
27,TD-DFT/TDA,SINGLETS,6,6,,,0.196175,5.338,43055.5,232.25836420434092,0.0,1,162a,172a,0.269026,0.5186769
27,TD-DFT/TDA,SINGLETS,7,7,,,0.197102,5.363,43258.9,231.16630335029322,0.0,1,166a,170a,0.254358,0.50433906
27,TD-DFT/TDA,SINGLETS,8,8,,,0.20452,5.565,44887.0,222.78165170316572,0.0,1,169a,176a,0.254331,-0.50431212
27,TD-DFT/TDA,SINGLETS,9,9,,,0.204773,5.572,44942.5,222.5065361294988,0.0,1,169a,171a,0.507925,-0.7126889
28,TD-DFT/TDA,SINGLETS,1,1,,,0.126485,3.442,27760.2,360.22795224818265,0.0,1,169a,170a,0.93496,-0.96693341
28,TD-DFT/TDA,SINGLETS,2,2,,,0.169434,4.611,37186.5,268.91479434741103,0.0,1,169a,172a,0.720701,-0.84894084
28,TD-DFT/TDA,SINGLETS,3,3,,,0.173386,4.718,38053.8,262.78584530322854,0.0,1,169a,173a,0.613871,0.78349907
28,TD-DFT/TDA,SINGLETS,4,4,,,0.178356,4.853,39144.7,255.46242530917343,0.0,1,168a,171a,0.73512,-0.85739164
28,TD-DFT/TDA,SINGLETS,5,5,,,0.18611,5.064,40846.5,244.81901754128262,0.0,1,169a,177a,0.31114,-0.55779935
28,TD-DFT/TDA,SINGLETS,6,6,,,0.196155,5.338,43050.9,232.28318107170813,0.0,1,162a,172a,0.26818,-0.517861
28,TD-DFT/TDA,SINGLETS,7,7,,,0.197068,5.362,43251.4,231.2063886949324,0.0,1,166a,170a,0.261129,-0.51100783
28,TD-DFT/TDA,SINGLETS,8,8,,,0.204542,5.566,44891.7,222.75832726316892,0.0,1,169a,176a,0.262407,-0.51225722
28,TD-DFT/TDA,SINGLETS,9,9,,,0.204879,5.575,44965.8,222.39123956429106,0.0,1,169a,171a,0.466686,0.6831445
29,TD-DFT/TDA,SINGLETS,1,1,,,0.126572,3.444,27779.3,359.9802730810352,0.0,1,169a,170a,0.934459,-0.96667413
29,TD-DFT/TDA,SINGLETS,2,2,,,0.169051,4.6,37102.4,269.52434343869936,0.0,1,169a,172a,0.71943,0.84819202
29,TD-DFT/TDA,SINGLETS,3,3,,,0.173503,4.721,38079.4,262.6091797664879,0.0,1,169a,173a,0.615566,-0.78458015
29,TD-DFT/TDA,SINGLETS,4,4,,,0.178328,4.853,39138.5,255.5028935702697,0.0,1,168a,171a,0.731608,-0.85534103
29,TD-DFT/TDA,SINGLETS,5,5,,,0.186111,5.064,40846.6,244.81841817923646,0.0,1,169a,177a,0.31427,-0.5605977
29,TD-DFT/TDA,SINGLETS,6,6,,,0.196044,5.335,43026.7,232.41382676338182,0.0,1,162a,172a,0.273592,0.52306062
29,TD-DFT/TDA,SINGLETS,7,7,,,0.197052,5.362,43248.0,231.22456529781724,0.0,1,166a,170a,0.274088,0.52353461
29,TD-DFT/TDA,SINGLETS,8,8,,,0.204509,5.565,44884.5,222.79406031035214,0.0,1,169a,171a,0.319712,-0.56543092
29,TD-DFT/TDA,SINGLETS,9,9,,,0.204956,5.577,44982.7,222.30768717751494,0.0,1,169a,171a,0.363092,-0.60257075
30,TD-DFT/TDA,SINGLETS,1,1,,,0.126525,3.443,27769.0,360.1137959595232,0.0,1,169a,170a,0.934155,-0.96651711
30,TD-DFT/TDA,SINGLETS,2,2,,,0.168744,4.592,37034.9,270.01557989896014,0.0,1,169a,172a,0.71474,0.84542326
30,TD-DFT/TDA,SINGLETS,3,3,,,0.17351,4.721,38081.1,262.59745648103655,0.0,1,169a,173a,0.6185,-0.78644801
30,TD-DFT/TDA,SINGLETS,4,4,,,0.178319,4.852,39136.5,255.51595058321516,0.0,1,168a,171a,0.721305,0.84929697
30,TD-DFT/TDA,SINGLETS,5,5,,,0.186074,5.063,40838.6,244.86637641838848,0.0,1,169a,177a,0.315759,0.56192415
30,TD-DFT/TDA,SINGLETS,6,6,,,0.195969,5.333,43010.2,232.50298766339148,0.0,1,162a,172a,0.271537,0.52109229
30,TD-DFT/TDA,SINGLETS,7,7,,,0.196979,5.36,43231.9,231.31067568161473,0.0,1,166a,170a,0.290732,-0.53919543
30,TD-DFT/TDA,SINGLETS,8,8,,,0.204482,5.564,44878.6,222.82335010450416,0.0,1,169a,171a,0.283348,-0.53230418
30,TD-DFT/TDA,SINGLETS,9,9,,,0.20509,5.581,45012.1,222.16248519842443,0.0,1,169a,171a,0.410839,0.64096724
31,TD-DFT/TDA,SINGLETS,1,1,,,0.126408,3.44,27743.3,360.4473872971132,0.0,1,169a,170a,0.933994,-0.96643386
31,TD-DFT/TDA,SINGLETS,2,2,,,0.168539,4.586,36990.0,270.3433360367667,0.0,1,169a,172a,0.713505,-0.84469248
31,TD-DFT/TDA,SINGLETS,3,3,,,0.173426,4.719,38062.6,262.72508972061814,0.0,1,169a,173a,0.619498,0.78708184
31,TD-DFT/TDA,SINGLETS,4,4,,,0.17834,4.853,39141.1,255.4859214482986,0.0,1,168a,171a,0.718358,0.84755994
31,TD-DFT/TDA,SINGLETS,5,5,,,0.186088,5.064,40841.6,244.84838987698816,0.0,1,169a,177a,0.316217,0.56233159
31,TD-DFT/TDA,SINGLETS,6,6,,,0.195883,5.33,42991.2,232.6057425705726,0.0,1,162a,172a,0.273636,-0.52310263
31,TD-DFT/TDA,SINGLETS,7,7,,,0.196976,5.36,43231.3,231.31388600389067,0.0,1,166a,170a,0.300396,0.54808425
31,TD-DFT/TDA,SINGLETS,8,8,,,0.204437,5.563,44868.7,222.87251469287054,0.0,1,169a,171a,0.287618,-0.53629983
31,TD-DFT/TDA,SINGLETS,9,9,,,0.205064,5.58,45006.3,222.19111546605697,0.0,1,169a,171a,0.407247,0.63815891
32,TD-DFT/TDA,SINGLETS,1,1,,,0.12641,3.44,27743.7,360.44219047928,0.0,1,169a,170a,0.933875,0.9663719
32,TD-DFT/TDA,SINGLETS,2,2,,,0.168446,4.584,36969.7,270.4917811072311,0.0,1,169a,172a,0.714878,-0.84550473
32,TD-DFT/TDA,SINGLETS,3,3,,,0.173429,4.719,38063.2,262.7209483175351,0.0,1,169a,173a,0.619164,-0.78686978
32,TD-DFT/TDA,SINGLETS,4,4,,,0.178375,4.854,39148.7,255.43632355608233,0.0,1,168a,171a,0.719278,0.84810251
32,TD-DFT/TDA,SINGLETS,5,5,,,0.186105,5.064,40845.3,244.82621011475004,0.0,1,169a,177a,0.315996,0.5621352
32,TD-DFT/TDA,SINGLETS,6,6,,,0.195814,5.328,42976.1,232.6874704777772,0.0,1,162a,172a,0.275581,0.5249578
32,TD-DFT/TDA,SINGLETS,7,7,,,0.196992,5.36,43234.7,231.29569535581376,0.0,1,166a,170a,0.301954,0.54950334
32,TD-DFT/TDA,SINGLETS,8,8,,,0.204462,5.564,44874.3,222.84470175579338,0.0,1,169a,171a,0.316056,-0.56218832
32,TD-DFT/TDA,SINGLETS,9,9,,,0.205032,5.579,44999.3,222.2256790661188,0.0,1,169a,171a,0.388198,0.62305522
33,TD-DFT/TDA,SINGLETS,1,1,,,0.12654,3.443,27772.4,360.06970949575833,0.0,1,169a,170a,0.933354,-0.96610253
33,TD-DFT/TDA,SINGLETS,2,2,,,0.16821,4.577,36917.9,270.8713117485014,0.0,1,169a,172a,0.711995,-0.8437981
33,TD-DFT/TDA,SINGLETS,3,3,,,0.173549,4.722,38089.5,262.53954501896845,0.0,1,169a,173a,0.61759,0.78586874
33,TD-DFT/TDA,SINGLETS,4,4,,,0.178359,4.853,39145.3,255.45850970614606,0.0,1,168a,171a,0.715569,0.84591332
33,TD-DFT/TDA,SINGLETS,5,5,,,0.186144,5.065,40853.9,244.77467267506896,0.0,1,169a,177a,0.317986,-0.56390288
33,TD-DFT/TDA,SINGLETS,6,6,,,0.195706,5.325,42952.5,232.81531924800652,0.0,1,162a,172a,0.275578,-0.52495522
33,TD-DFT/TDA,SINGLETS,7,7,,,0.197024,5.361,43241.7,231.258253028905,0.0,1,166a,170a,0.306917,0.55400132
33,TD-DFT/TDA,SINGLETS,8,8,,,0.204443,5.563,44870.1,222.86556080775395,0.0,1,169a,171a,0.425841,0.65256477
33,TD-DFT/TDA,SINGLETS,9,9,,,0.2051,5.581,45014.2,222.15212088629812,0.0,1,169a,171a,0.291391,-0.53980652
34,TD-DFT/TDA,SINGLETS,1,1,,,0.126458,3.441,27754.2,360.3058275864554,0.0,1,169a,170a,0.933014,0.96592628
34,TD-DFT/TDA,SINGLETS,2,2,,,0.167882,4.568,36845.9,271.40061716500344,0.0,1,169a,172a,0.710192,0.84272897
34,TD-DFT/TDA,SINGLETS,3,3,,,0.173542,4.722,38088.1,262.54919515544225,0.0,1,169a,173a,0.618272,-0.78630256
34,TD-DFT/TDA,SINGLETS,4,4,,,0.178342,4.853,39141.5,255.48331055273815,0.0,1,168a,171a,0.714435,0.84524233
34,TD-DFT/TDA,SINGLETS,5,5,,,0.186112,5.064,40846.8,244.8172194639482,0.0,1,169a,177a,0.318787,0.56461257
34,TD-DFT/TDA,SINGLETS,6,6,,,0.195573,5.322,42923.4,232.9731568328697,0.0,1,162a,172a,0.274159,-0.52360192
34,TD-DFT/TDA,SINGLETS,7,7,,,0.19698,5.36,43232.1,231.3096055939915,0.0,1,166a,170a,0.309619,-0.55643463
34,TD-DFT/TDA,SINGLETS,8,8,,,0.204341,5.56,44847.7,222.9768750682867,0.0,1,169a,171a,0.505325,-0.71086228
34,TD-DFT/TDA,SINGLETS,9,9,,,0.205071,5.58,45007.9,222.18321672417508,0.0,1,169a,171a,0.228908,0.47844326
35,TD-DFT/TDA,SINGLETS,1,1,,,0.12629,3.437,27717.4,360.78420053829,0.0,1,169a,170a,0.932244,-0.96552803
35,TD-DFT/TDA,SINGLETS,2,2,,,0.167181,4.549,36692.1,272.5382303002554,0.0,1,169a,172a,0.703608,-0.83881334
35,TD-DFT/TDA,SINGLETS,3,3,,,0.173506,4.721,38080.3,262.60297319086243,0.0,1,169a,173a,0.62021,-0.78753387
35,TD-DFT/TDA,SINGLETS,4,4,,,0.178318,4.852,39136.3,255.5172563579081,0.0,1,168a,171a,0.712278,0.8439657
35,TD-DFT/TDA,SINGLETS,5,5,,,0.186059,5.063,40835.3,244.88616466635483,0.0,1,169a,177a,0.320757,-0.56635444
35,TD-DFT/TDA,SINGLETS,6,6,,,0.195299,5.314,42863.2,233.3003602157562,0.0,1,162a,172a,0.269487,-0.51912184
35,TD-DFT/TDA,SINGLETS,7,7,,,0.196938,5.359,43222.9,231.35883987423333,0.0,1,166a,170a,0.310893,0.5575776
35,TD-DFT/TDA,SINGLETS,8,8,,,0.204103,5.554,44795.4,223.2372073918304,0.0,1,169a,171a,0.588697,0.76726584
35,TD-DFT/TDA,SINGLETS,9,9,,,0.205012,5.579,44994.9,222.24741026205191,0.0,1,165a,170a,0.239722,-0.48961378
36,TD-DFT/TDA,SINGLETS,1,1,,,0.126223,3.435,27702.9,360.97303892372275,0.0,1,169a,170a,0.931771,0.96528277
36,TD-DFT/TDA,SINGLETS,2,2,,,0.166805,4.539,36609.5,273.15314330979663,0.0,1,169a,172a,0.696986,0.83485714
36,TD-DFT/TDA,SINGLETS,3,3,,,0.173502,4.721,38079.2,262.6105590453581,0.0,1,169a,173a,0.62185,-0.78857492
36,TD-DFT/TDA,SINGLETS,4,4,,,0.178322,4.852,39137.2,255.51138047688647,0.0,1,168a,171a,0.707135,-0.84091315
36,TD-DFT/TDA,SINGLETS,5,5,,,0.18604,5.062,40831.1,244.91135433529834,0.0,1,169a,177a,0.321958,0.56741328
36,TD-DFT/TDA,SINGLETS,6,6,,,0.195169,5.311,42834.6,233.45613125837525,0.0,1,162a,172a,0.265507,0.51527382
36,TD-DFT/TDA,SINGLETS,7,7,,,0.196924,5.359,43219.7,231.37596975453326,0.0,1,166a,170a,0.315789,0.56195092
36,TD-DFT/TDA,SINGLETS,8,8,,,0.204004,5.551,44773.6,223.3459002626548,0.0,1,169a,171a,0.596075,-0.77205887
36,TD-DFT/TDA,SINGLETS,9,9,,,0.205028,5.579,44998.5,222.22962987655143,0.0,1,165a,170a,0.238672,0.48854093
37,TD-DFT/TDA,SINGLETS,1,1,,,0.126193,3.434,27696.1,361.0616657218887,0.0,1,169a,170a,0.931592,0.96518993
37,TD-DFT/TDA,SINGLETS,2,2,,,0.166666,4.535,36579.0,273.3809016102135,0.0,1,169a,172a,0.693015,-0.83247547
37,TD-DFT/TDA,SINGLETS,3,3,,,0.173474,4.72,38073.1,262.6526340119402,0.0,1,169a,173a,0.623244,-0.7894582
37,TD-DFT/TDA,SINGLETS,4,4,,,0.178341,4.853,39141.4,255.48396327162544,0.0,1,168a,171a,0.707691,0.84124359
37,TD-DFT/TDA,SINGLETS,5,5,,,0.186045,5.063,40832.1,244.9053563250482,0.0,1,169a,177a,0.322931,0.56826992
37,TD-DFT/TDA,SINGLETS,6,6,,,0.195124,5.31,42824.8,233.50955521099922,0.0,1,162a,172a,0.263336,-0.51316234
37,TD-DFT/TDA,SINGLETS,7,7,,,0.196959,5.36,43227.6,231.33368496053447,0.0,1,166a,170a,0.312318,0.55885434
37,TD-DFT/TDA,SINGLETS,8,8,,,0.203992,5.551,44771.1,223.3583718068129,0.0,1,169a,171a,0.580722,0.76205087
37,TD-DFT/TDA,SINGLETS,9,9,,,0.205004,5.578,44993.2,222.25580754425116,0.0,1,165a,170a,0.239578,0.48946656
38,TD-DFT/TDA,SINGLETS,1,1,,,0.126188,3.434,27695.1,361.074702745251,0.0,1,169a,170a,0.931873,0.96533557
38,TD-DFT/TDA,SINGLETS,2,2,,,0.166876,4.541,36625.1,273.0367971691545,0.0,1,169a,172a,0.694016,-0.83307649
38,TD-DFT/TDA,SINGLETS,3,3,,,0.17344,4.72,38065.7,262.70369387663965,0.0,1,169a,173a,0.622538,0.78901068
38,TD-DFT/TDA,SINGLETS,4,4,,,0.178345,4.853,39142.2,255.47874161391033,0.0,1,168a,171a,0.709261,0.84217641
38,TD-DFT/TDA,SINGLETS,5,5,,,0.186053,5.063,40833.9,244.89456064691348,0.0,1,169a,177a,0.322152,0.5675846
38,TD-DFT/TDA,SINGLETS,6,6,,,0.195213,5.312,42844.3,233.4032765151957,0.0,1,162a,172a,0.264707,-0.51449667
38,TD-DFT/TDA,SINGLETS,7,7,,,0.19697,5.36,43230.0,231.3208420078649,0.0,1,166a,170a,0.311296,0.55793918
38,TD-DFT/TDA,SINGLETS,8,8,,,0.204086,5.553,44791.8,223.25514938002044,0.0,1,169a,171a,0.546697,-0.73938962
38,TD-DFT/TDA,SINGLETS,9,9,,,0.204993,5.578,44990.8,222.26766361122716,0.0,1,165a,170a,0.243623,0.49358162
39,TD-DFT/TDA,SINGLETS,1,1,,,0.126192,3.434,27695.8,361.06557673004573,0.0,1,169a,170a,0.931854,-0.96532573
39,TD-DFT/TDA,SINGLETS,2,2,,,0.16689,4.541,36628.0,273.01517964398823,0.0,1,169a,172a,0.693423,-0.83272037
39,TD-DFT/TDA,SINGLETS,3,3,,,0.173453,4.72,38068.5,262.68437159331205,0.0,1,169a,173a,0.622138,-0.78875727
39,TD-DFT/TDA,SINGLETS,4,4,,,0.178337,4.853,39140.5,255.48983789169785,0.0,1,168a,171a,0.707762,-0.84128568
39,TD-DFT/TDA,SINGLETS,5,5,,,0.18605,5.063,40833.3,244.898159100538,0.0,1,169a,177a,0.322198,-0.56762528
39,TD-DFT/TDA,SINGLETS,6,6,,,0.195218,5.312,42845.3,233.39782893339523,0.0,1,162a,172a,0.264351,0.51415065
39,TD-DFT/TDA,SINGLETS,7,7,,,0.196957,5.359,43227.1,231.3363607551744,0.0,1,166a,170a,0.313528,-0.55993575
39,TD-DFT/TDA,SINGLETS,8,8,,,0.204097,5.554,44794.1,223.24368611044758,0.0,1,169a,171a,0.540015,-0.73485727
39,TD-DFT/TDA,SINGLETS,9,9,,,0.205014,5.579,44995.4,222.24494059392737,0.0,1,165a,170a,0.243039,0.49299015
40,TD-DFT/TDA,SINGLETS,1,1,,,0.126181,3.434,27693.5,361.095563940997,0.0,1,169a,170a,0.931766,-0.96528001
40,TD-DFT/TDA,SINGLETS,2,2,,,0.166837,4.54,36616.6,273.1001786075168,0.0,1,169a,172a,0.692634,-0.83224608
40,TD-DFT/TDA,SINGLETS,3,3,,,0.173446,4.72,38067.0,262.6947224630257,0.0,1,169a,173a,0.622407,-0.78892777
40,TD-DFT/TDA,SINGLETS,4,4,,,0.17833,4.853,39139.0,255.4996295255372,0.0,1,168a,171a,0.707237,0.84097382
40,TD-DFT/TDA,SINGLETS,5,5,,,0.186051,5.063,40833.4,244.8975593509235,0.0,1,169a,177a,0.322342,0.56775174
40,TD-DFT/TDA,SINGLETS,6,6,,,0.195193,5.311,42840.0,233.4267040149393,0.0,1,162a,172a,0.263793,0.51360829
40,TD-DFT/TDA,SINGLETS,7,7,,,0.196954,5.359,43226.4,231.34010697166545,0.0,1,166a,170a,0.314438,-0.56074758
40,TD-DFT/TDA,SINGLETS,8,8,,,0.204085,5.553,44791.6,223.25614624170603,0.0,1,169a,171a,0.542256,-0.73638001
40,TD-DFT/TDA,SINGLETS,9,9,,,0.205012,5.579,44994.8,222.24790420226336,0.0,1,165a,170a,0.244597,-0.49456706
41,TD-DFT/TDA,SINGLETS,1,1,,,0.126154,3.433,27687.7,361.1712059867739,0.0,1,169a,170a,0.931478,0.96513104
41,TD-DFT/TDA,SINGLETS,2,2,,,0.166668,4.535,36579.4,273.37791215820926,0.0,1,169a,172a,0.689159,-0.83015628
41,TD-DFT/TDA,SINGLETS,3,3,,,0.173434,4.719,38064.4,262.7126659030485,0.0,1,169a,173a,0.62301,0.7893098
41,TD-DFT/TDA,SINGLETS,4,4,,,0.178319,4.852,39136.4,255.5166034688934,0.0,1,168a,171a,0.705325,0.83983631
41,TD-DFT/TDA,SINGLETS,5,5,,,0.18605,5.063,40833.2,244.89875885309016,0.0,1,169a,177a,0.322905,0.56824701
41,TD-DFT/TDA,SINGLETS,6,6,,,0.195126,5.31,42825.2,233.5073741628761,0.0,1,162a,172a,0.261964,0.51182442
41,TD-DFT/TDA,SINGLETS,7,7,,,0.196952,5.359,43226.0,231.34224772127885,0.0,1,166a,170a,0.317155,0.56316504
41,TD-DFT/TDA,SINGLETS,8,8,,,0.204059,5.553,44785.7,223.28555766684457,0.0,1,169a,171a,0.548163,0.74038061
41,TD-DFT/TDA,SINGLETS,9,9,,,0.205021,5.579,44996.9,222.23753191886553,0.0,1,165a,170a,0.246357,-0.49634344
42,TD-DFT/TDA,SINGLETS,1,1,,,0.126176,3.433,27692.4,361.1099074114197,0.0,1,169a,170a,0.931625,-0.96520738
42,TD-DFT/TDA,SINGLETS,2,2,,,0.166765,4.538,36600.7,273.2188182193237,0.0,1,169a,172a,0.690996,-0.83126156
42,TD-DFT/TDA,SINGLETS,3,3,,,0.173441,4.72,38065.9,262.702313619276,0.0,1,169a,173a,0.622707,0.78911799
42,TD-DFT/TDA,SINGLETS,4,4,,,0.17833,4.853,39139.0,255.4996295255372,0.0,1,168a,171a,0.706365,0.84045523
