job_id,job_name,source_file,source_relpath,program_version,run_date,host,calculation_type,electronic_state,hf_type,method,functional,level_of_theory,basis_set,aux_basis_set,charge,multiplicity,point_group,reduced_point_group,orbital_irrep_group,use_sym,input_use_sym,n_irreps,initial_guess_irrep,symmetry_perfected_point_group,symmetry_perfected_atoms,is_surface_scan,scan_mode,scan_parameters,scan_steps,deltascf_target,deltascf_metric,keep_initial_reference,excited_state_target,excited_state_input_block,excited_state_followiroot,excited_state_socgrad,excited_state_final_root,input_keywords
sample_outs/RDB_LMMP/a/CH2Cl2/GOAT/RDB_LMMPa.out,RDB_LMMPa,C:\Users\henri\OneDrive\Documents\GitHub\ORCAParser2\sample_outs\RDB_LMMP\a\CH2Cl2\GOAT\RDB_LMMPa.out,sample_outs/RDB_LMMP/a/CH2Cl2/GOAT/RDB_LMMPa.out,,,sdumont6144,GOAT Conformer Search,Ground-state,,XTB2,XTB2,XTB2,,,0,1,,,,,,,,,0,no,,,,,,,,,,,,XTB2 GOAT ALPB(CH2Cl2)
